200	such	d	468655	471,95
201	against	i	467705	470,99
202	run	v	465066	468,33
203	guy	n	464082	467,34
204	about	r	462995	466,25
205	case	n	458383	461,60
206	question	n	457301	460,51
207	work	n	456169	459,37
208	night	n	452094	455,27
209	live	v	450380	453,54
210	game	n	445149	448,28
211	number	n	444412	447,53
212	write	v	439865	442,96
213	bring	v	439445	442,53
214	without	i	438567	441,65
215	money	n	437583	440,66
216	lot	n	437545	440,62
217	most	d	435849	438,91
218	book	n	435387	438,45
219	system	n	435303	438,36
220	government	n	434971	435,48
221	next	m	433864	436,91
222	city	n	433843	436,89
223	company	n	432469	435,51
224	story	n	432184	435,22
225	today	r	431562	434,59
226	job	n	430995	434,02
227	move	v	430324	433,35
228	must	v	427796	430,80
229	bad	j	426558	429,56
230	friend	n	423755	426,73
231	during	i	423624	426,60
232	begin	v	421878	424,84
233	love	v	417532	420,47
234	each	d	414659	417,57
235	hold	v	413837	416,74
236	different	j	413578	416,48
237	american	j	410698	413,58
238	little	j	404660	407,50
239	before	i	402959	405,79
240	ever	r	402590	405,42
241	word	n	402216	405,04
242	fact	n	399574	402,38
243	right	n	389906	392,65
244	read	v	386137	388,85
245	anything	p	384508	387,21
246	nothing	p	383744	386,44
247	sure	j	383701	386,40
248	small	j	382563	384,67
249	month	n	381833	384,52
250	program	n	375708	378,35
251	maybe	r	374325	376,96
252	right	j	373934	376,56
253	under	i	373903	376,53
254	business	n	373744	376,37
255	home	n	370758	373,36
256	kind	n	367584	370,17
257	stop	v	366567	369,14
258	pay	v	365255	367,82
259	study	n	364915	367,48
260	since	c	363805	366,36
261	issue	n	362137	364,68
262	name	n	361916	364,46
263	idea	n	358006	360,52
264	room	n	357682	360,20
265	percent	n	357515	360,03
266	far	r	357192	359,70
267	away	r	355515	358,01
268	law	n	354958	357,45
269	actually	r	353857	356,34
270	large	j	353703	356,19
271	though	c	352608	355,09
272	provide	v	351941	354,41
273	lose	v	351650	354,12
274	power	n	351483	353,95
275	kid	n	351451	353,92
276	war	n	350575	353,04
277	understand	v	349141	351,59
278	head	n	348664	351,11
279	mother	n	348470	350,92
280	real	j	348239	350,69
281	best	j	348202	350,65
282	team	n	348063	350,51
283	eye	n	347153	349,59
284	long	r	345462	347,89
285	long	j	345005	347,43
286	side	n	342841	345,25
287	water	n	342574	344,98
288	young	j	341002	343,40
289	wait	v	339926	342,31
290	okay	r	339699	342,09
291	both	d	338454	340,83
292	yet	r	338408	340,79
293	after	c	334050	336,40
294	meet	v	333954	336,30
295	service	n	332313	334,65
296	area	n	331866	334,20
297	important	j	331646	333,98
298	person	n	330987	333,31
299	hey	u	330236	332,56
300	thank	v	330129	332,45
301	much	r	329230	331,54
302	someone	p	328998	331,31
303	end	n	328699	331,01
304	change	v	327637	329,94
305	however	r	326015	328,35
306	only	j	325917	328,21
307	around	r	324064	326,34
308	hour	n	323999	326,28
309	everything	p	323760	326,03
310	national	j	321960	324,22
311	four	m	319834	322,08
312	line	n	319492	321,74
313	girl	n	319120	321,36
314	around	i	318942	321,18
315	watch	v	318772	321,01
316	until	c	318392	320,63
317	father	n	318173	320,41
318	sit	v	315022	317,24
319	create	v	314631	316,84
320	information	n	314341	316,55
321	car	n	313437	315,64
322	learn	v	312649	314,85
323	least	r	311569	313,76
324	already	r	311502	313,71
325	kill	v	307305	309,46
326	minute	n	306541	308,19
327	party	n	304325	306,46
328	include	v	304197	306,33
329	stand	v	303462	305,59
330	together	r	302942	305,10
331	back	n	302390	304,51
332	follow	v	300266	302,38
333	health	n	300262	302,37
334	remember	v	298221	300,32
335	often	r	295709	297,79
336	reason	n	295577	297,65
337	speak	v	295523	297,60
338	ago	r	294921	296,99
339	set	v	293144	295,20
340	black	j	293101	295,16
341	member	n	292596	294,65
342	community	n	290489	292,53
343	once	r	290446	292,49
344	social	j	290372	292,41
345	news	n	289175	291,21
346	allow	v	288559	290,59
347	win	v	288308	290,33
348	body	n	287817	289,84
349	lead	v	285740	287,75
350	continue	v	282352	284,34
351	whether	c	280973	282,95
352	enough	r	280789	282,76
353	spend	v	280371	282,34
354	level	n	279770	281,74
355	able	j	279559	281,52
356	political	j	279410	281,37
357	almost	r	279393	281,37
358	boy	n	279283	281,25
359	university	n	279132	281,09
360	before	c	276286	278,23
361	stay	v	275504	277,44
362	add	v	275233	277,17
363	later	r	274178	276,10
364	change	n	274132	276,06
365	five	m	270274	272,17
366	probably	r	269732	271,63
367	center	n	268821	270,71
368	among	i	267798	269,68
369	face	n	266458	268,33
370	public	j	265061	266,92
371	die	v	264537	266,40
372	food	n	262697	264,54
373	else	r	261804	263,64
374	history	n	261045	262,88
375	buy	v	260201	262,03
376	result	n	259961	261,79
377	morning	n	259129	260,95
378	off	i	258852	260,67
379	parent	n	258181	260,00
380	office	n	258157	259,97
381	course	r	257245	259,05
382	send	v	256309	258,11
383	research	n	255123	256,92
384	walk	v	253671	255,45
385	door	n	252623	254,40
386	white	j	251664	253,43
387	several	d	251543	253,31
388	court	n	250891	252,65
389	home	r	250331	252,09
390	grow	v	248803	250,55
391	better	j	247453	249,19
392	open	v	247043	248,78
393	moment	n	246362	248,09
394	including	i	245445	247,17
395	consider	v	244644	246,36
396	both	r	244397	246,11
397	such	i	244165	245,88
398	little	r	244049	245,76
399	within	i	243714	245,43
400	second	m	243485	245,20
401	late	j	242755	244,46
402	street	n	242552	244,26
403	free	j	242338	244,04
404	better	r	241827	243,53
405	everyone	p	241313	243,01
406	policy	n	240181	241,87
407	table	n	238887	240,57
408	sorry	j	237541	239,21
409	care	n	237259	238,93
410	low	j	237027	238,69
411	human	j	236187	237,85
412	please	r	236175	237,83
413	hope	v	235945	237,60
414	TRUE	j	235467	235,92
415	process	n	235304	236,96
416	teacher	n	234642	236,29
417	data	n	234516	236,16
418	offer	v	234189	235,83
419	death	n	233153	234,79
420	whole	j	233110	234,75
421	experience	n	232376	234,01
422	plan	n	231629	233,26
423	easy	j	231262	200,09
424	education	n	231036	232,66
425	build	v	230071	231,69
426	expect	v	229855	231,47
427	fall	v	229161	230,77
428	himself	p	228757	230,36
429	age	n	228610	230,22
430	hard	j	228234	229,84
431	sense	n	226539	228,13
432	across	i	226402	227,99
433	show	n	225884	227,47
434	early	j	224665	226,24
435	college	n	224634	226,21
436	music	n	222767	224,33
437	appear	v	221287	222,84
438	mind	n	220441	221,99
439	class	n	219160	220,70
440	police	n	219041	220,58
441	use	n	218006	219,54
442	effect	n	217999	219,53
443	season	n	217695	219,22
444	tax	n	217131	218,66
445	heart	n	216345	217,87
446	son	n	216216	217,74
447	art	n	215981	217,50
448	possible	j	213803	215,31
449	serve	v	213511	215,01
450	break	v	213364	214,86
451	although	c	212390	213,88
452	end	v	212174	213,66
453	market	n	210848	212,33
454	even	c	210702	212,18
455	air	n	210307	211,78
456	force	n	210010	211,49
457	require	v	209616	211,09
458	foot	n	209334	210,80
459	up	i	209243	210,71
460	listen	v	208819	210,29
461	agree	v	208506	209,97
462	according	i	208405	209,87
463	anyone	p	207907	209,37
464	baby	n	207577	209,04
465	wrong	j	206856	208,31
466	love	n	206700	208,15
467	cut	v	205886	207,33
468	decide	v	205447	206,89
469	republican	n	204793	206,23
470	full	j	204252	205,69
471	behind	i	203530	204,96
472	pass	v	203033	204,46
473	interest	n	202642	204,07
474	sometimes	r	201833	203,25
475	security	n	201542	202,96
476	eat	v	201315	202,73
477	report	v	201020	202,43
478	control	n	200879	202,29
479	rate	n	200828	202,24
480	local	j	200668	202,08
481	suggest	v	200560	201,97
482	report	n	200188	201,59
483	nation	n	200021	201,43
484	sell	v	198982	200,38
485	action	n	198530	199,92
486	support	v	198185	199,58
487	wife	n	197306	198,69
488	decision	n	196426	197,81
489	receive	v	196239	197,62
490	value	n	195639	197,01
491	base	v	195474	196,85
492	pick	v	195443	196,82
493	phone	n	194941	196,31
494	thanks	n	194839	196,21
495	event	n	194748	196,12
496	drive	v	194360	195,73
497	strong	j	193876	195,24
498	reach	v	193684	195,04
499	remain	v	193577	194,94
500	explain	v	193276	194,63
501	site	n	193251	194,61
502	hit	v	192969	194,32
503	pull	v	192457	193,81
504	church	n	191872	193,22
505	model	n	191448	192,79
506	perhaps	r	191398	192,74
507	relationship	n	191344	192,69
508	six	m	191200	192,54
509	fine	j	190779	192,12
510	movie	n	190773	192,11
511	field	n	190489	191,83
512	raise	v	190353	191,69
513	less	r	190003	191,34
514	player	n	189280	190,61
515	couple	n	189272	190,60
516	million	m	188521	189,85
517	themselves	p	188414	189,74
518	record	n	187057	188,37
519	especially	r	186130	187,38
520	difference	n	185310	186,61
521	light	n	185287	186,59
522	development	n	185238	186,54
523	federal	j	185144	186,44
524	former	d	185057	186,36
525	role	n	184483	185,78
526	pretty	r	183711	185,00
527	myself	p	183232	184,52
528	view	n	182417	183,70
529	price	n	181918	183,20
530	effort	n	181751	183,03
531	nice	j	181568	182,84
532	quite	r	181432	182,71
533	along	i	181372	182,65
534	voice	n	181328	182,60
535	finally	r	181233	182,51
536	department	n	181181	182,45
537	either	r	181133	182,41
538	toward	i	180784	182,05
539	leader	n	180573	181,84
540	because	i	178859	180,12
541	photo	n	177976	179,23
542	wear	v	177786	179,04
543	space	n	177126	178,37
544	project	n	177076	178,32
545	return	v	176787	178,03
546	position	n	176578	177,82
547	special	j	176515	177,76
548	million	n	175586	176,82
549	film	n	175442	176,67
550	need	n	175440	176,67
551	major	j	175432	176,66
552	type	n	173975	175,20
553	town	n	173905	175,13
554	article	n	173819	175,04
555	road	n	173413	174,63
556	form	n	173161	174,38
557	chance	n	172820	174,03
558	drug	n	172756	173,97
559	economic	j	172153	173,36
560	situation	n	171026	172,23
561	choose	v	170716	171,92
562	practice	n	170654	171,85
563	cause	v	170629	171,83
564	happy	j	170573	171,77
565	science	n	170488	171,69
566	join	v	170302	171,50
567	teach	v	169673	170,87
568	early	r	169653	170,85
569	develop	v	168894	170,08
570	share	v	168892	170,08
571	yourself	p	168841	170,03
572	carry	v	168820	170,01
573	clear	j	168587	169,77
574	brother	n	167417	168,59
575	matter	n	167351	168,53
576	dead	j	167302	168,48
577	image	n	167053	168,23
578	star	n	167036	168,21
579	cost	n	166775	167,95
580	simply	r	166556	167,73
581	post	n	166265	167,43
582	society	n	165769	166,93
583	picture	n	165703	166,87
584	piece	n	165538	166,70
585	paper	n	165070	166,23
586	energy	n	164622	165,78
587	personal	j	164270	165,42
588	building	n	164119	165,27
589	military	j	163555	164,70
590	open	j	163231	154,37
591	doctor	n	163129	164,28
592	activity	n	162943	164,09
593	exactly	r	162663	163,81
594	american	n	162614	163,76
595	media	n	162177	163,32
596	miss	v	162066	163,20
597	evidence	n	162050	163,19
598	product	n	161999	163,14
599	realize	v	161762	162,90
600	save	v	161469	162,60
601	arm	n	161185	162,32
602	technology	n	160819	161,95
603	catch	v	160594	161,72
604	comment	n	160451	161,58
605	look	n	160145	161,27
606	term	n	160014	161,14
607	color	n	160011	161,14
608	cover	v	159606	160,73
609	describe	v	159521	160,64
610	guess	v	159454	160,57
611	choice	n	159277	160,40
612	source	n	158588	159,70
613	mom	n	158511	159,62
614	soon	r	158194	159,31
615	director	n	158028	159,14
616	international	j	157724	158,83
617	rule	n	157468	158,57
618	campaign	n	157373	158,48
619	ground	n	156706	157,81
620	election	n	156532	157,63
621	face	v	156455	157,55
622	uh	u	156333	157,43
623	check	v	155591	156,68
624	page	n	154863	155,95
625	fight	v	154643	155,73
626	itself	p	154505	155,59
627	test	n	154189	155,27
628	patient	n	154125	155,21
629	produce	v	154082	155,16
630	certain	j	154059	155,14
631	whatever	d	153872	154,95
632	half	d	153688	154,77
633	video	n	153563	154,64
634	support	n	152769	153,84
635	throw	v	152388	153,46
636	third	m	152339	153,41
637	care	v	152255	153,32
638	rest	n	151864	152,93
639	recent	j	151697	152,76
640	available	j	151406	152,47
641	step	n	151394	152,46
642	ready	j	151349	149,22
643	opportunity	n	151226	152,29
644	official	n	150423	151,48
645	oil	n	150410	151,47
646	call	n	149896	150,95
647	organization	n	149261	150,31
648	character	n	148825	149,87
649	single	j	148796	149,84
650	current	j	148387	149,43
651	likely	j	148216	149,26
652	county	n	148165	149,21
653	future	n	147923	148,96
654	dad	n	147520	148,56
655	whose	d	147491	148,53
656	less	d	147290	148,32
657	shoot	v	147137	148,17
658	industry	n	146746	147,78
659	second	n	146634	147,66
660	list	n	146495	147,52
661	general	j	146275	147,30
662	stuff	n	145992	147,02
663	figure	n	145812	146,84
664	attention	n	145669	146,69
665	forget	v	145557	146,58
666	risk	n	145334	146,36
667	no	r	144919	145,94
668	focus	v	144896	145,91
669	short	j	144842	145,86
670	fire	n	144750	145,77
671	dog	n	144648	145,66
672	red	j	144046	145,14
673	hair	n	143875	144,89
674	point	v	143750	144,76
675	condition	n	143732	144,74
676	wall	n	143389	144,40
677	daughter	n	142747	143,75
678	before	r	142673	143,68
679	deal	n	142589	143,59
680	author	n	142352	143,35
681	truth	n	142017	143,01
682	upon	i	141420	142,41
683	husband	n	141289	142,28
684	period	n	141173	142,16
685	series	n	140231	141,22
686	order	n	140025	141,01
687	officer	n	139938	140,92
688	close	j	139704	140,69
689	land	n	139579	140,56
690	note	v	139111	140,09
691	computer	n	139082	140,06
692	thought	n	139016	139,99
693	economy	n	138752	139,73
694	goal	n	138693	139,67
695	bank	n	138673	139,65
696	behavior	n	138400	139,37
697	sound	v	138386	139,36
698	deal	v	138197	139,17
699	certainly	r	138162	139,13
700	nearly	r	138034	139,00
701	increase	v	137709	138,68
702	act	n	137668	138,64
703	north	n	137666	138,63
704	well	i	137599	138,57
705	blood	n	137579	138,42
706	culture	n	137140	138,10
707	medical	j	136850	137,81
708	ok	r	136788	137,75
709	everybody	p	136787	137,75
710	top	n	136658	137,62
711	difficult	j	136474	137,43
712	close	v	136431	137,39
713	language	n	136124	137,08
714	window	n	136043	137,00
715	response	n	135942	136,90
716	population	n	135733	136,69
717	lie	v	135712	136,67
718	tree	n	135666	136,62
719	park	n	135440	136,39
720	worker	n	135244	136,19
721	draw	v	135022	135,97
722	plan	v	135011	135,96
723	drop	v	134220	135,16
724	push	v	134206	135,15
725	earth	n	134202	135,14
726	cause	n	133998	134,94
727	per	i	133974	134,92
728	private	j	133907	134,85
729	tonight	r	133341	134,28
730	race	n	133182	134,12
731	than	i	133168	134,10
732	letter	n	132828	133,76
733	other	p	132728	133,66
734	gun	n	132572	133,50
735	simple	j	132004	132,93
736	course	n	131911	132,84
737	wonder	v	131649	132,57
738	involve	v	131275	132,20
739	hell	n	131265	132,19
740	poor	j	131105	132,03
741	each	p	130754	131,67
742	answer	n	130534	131,45
743	nature	n	130378	131,29
744	administration	n	130297	131,21
745	common	j	130294	131,21
746	no	p	130206	131,12
747	hard	r	129919	130,83
748	message	n	129799	130,71
749	song	n	129648	130,56
750	enjoy	v	129575	130,49
751	similar	j	129272	130,18
752	congress	n	128923	129,83
753	attack	n	128893	129,80
754	past	j	128832	129,74
755	hot	j	128310	129,21
756	seek	v	128234	128,45
757	amount	n	128075	128,97
758	analysis	n	128029	128,93
759	store	n	127984	128,88
760	defense	n	127924	128,82
761	bill	n	127919	128,82
762	like	c	127828	128,73
763	cell	n	127818	128,72
764	away	i	127427	128,32
765	performance	n	127318	128,21
766	hospital	n	127317	128,21
767	bed	n	127232	128,13
768	board	n	127202	128,10
769	protect	v	126672	127,56
770	century	n	126668	127,56
771	summer	n	126418	127,31
772	material	n	126254	127,14
773	individual	n	125578	126,46
774	recently	r	125532	126,41
775	example	n	125442	126,32
776	represent	v	125330	126,21
777	fill	v	125249	126,13
778	state	v	125064	125,94
779	place	v	124900	125,78
780	animal	n	124835	125,71
781	fail	v	124675	125,55
782	factor	n	123915	124,79
783	natural	j	123788	124,66
784	sir	n	123629	124,50
785	agency	n	123524	124,39
786	usually	r	123303	124,17
787	significant	j	123040	123,90
788	help	n	123017	123,88
789	ability	n	122943	123,81
790	mile	n	122899	123,76
791	statement	n	122852	123,72
792	entire	j	122397	123,26
793	democrat	n	122325	123,18
794	floor	n	122291	123,15
795	serious	j	122251	123,11
796	career	n	122177	122,21
797	dollar	n	121984	122,84
798	vote	v	121578	122,43
799	sex	n	121352	122,20
800	compare	v	120978	121,83
801	south	n	120894	121,74
802	forward	r	120845	121,72
803	subject	n	120773	121,62
804	financial	j	120726	121,57
805	identify	v	120690	121,54
806	beautiful	j	120679	121,53
807	decade	n	120539	121,39
808	bit	n	120467	121,31
809	reduce	v	120399	121,24
810	sister	n	120346	118,94
811	quality	n	120236	121,08
812	quickly	r	120136	120,98
813	act	v	119650	120,49
814	press	n	119485	120,32
815	worry	v	119256	120,09
816	accept	v	119245	120,08
817	enter	v	119119	119,96
818	mention	v	119033	119,87
819	sound	n	119028	119,86
820	thus	r	118653	119,49
821	plant	n	118323	119,15
822	movement	n	118118	118,95
823	scene	n	118003	118,83
824	section	n	117170	117,99
825	treatment	n	116893	117,71
826	wish	v	116884	117,71
827	benefit	n	116806	117,63
828	interesting	j	116773	117,59
829	west	n	116683	117,50
830	candidate	n	116347	117,16
831	approach	n	116173	116,99
832	determine	v	116138	116,95
833	resource	n	116078	116,89
834	claim	v	116020	116,84
835	answer	v	115956	116,77
836	prove	v	115910	116,72
837	sort	n	115486	116,30
838	enough	d	115462	116,27
839	size	n	115388	116,20
840	somebody	p	115363	116,17
841	knowledge	n	115356	116,17
842	rather	r	115104	115,91
843	hang	v	114959	115,77
844	sport	n	114894	115,70
845	tv	n	114859	115,67
846	loss	n	114630	115,44
847	argue	v	114425	115,23
848	left	j	114320	115,12
849	note	n	114251	115,05
850	meeting	n	114209	115,01
851	skill	n	113912	114,71
852	card	n	113472	114,27
853	feeling	n	113414	114,21
854	despite	i	113257	114,05
855	degree	n	113046	113,84
856	crime	n	112978	113,77
857	that	r	112903	113,70
858	sign	n	112603	113,39
859	occur	v	112575	113,37
860	imagine	v	112572	113,36
861	vote	n	112405	113,19
862	near	i	112214	113,00
863	king	n	112088	112,88
864	box	n	112035	112,82
865	present	v	111731	112,52
866	figure	v	111647	112,43
867	seven	m	111646	112,43
868	foreign	j	111509	112,29
869	laugh	v	111440	112,22
870	disease	n	111433	112,22
871	lady	n	111384	112,17
872	beyond	i	111221	112,00
873	discuss	v	111181	111,96
874	finish	v	111094	111,87
875	design	n	111026	111,81
876	concern	n	110976	111,76
877	ball	n	110770	111,55
878	east	n	110589	111,37
879	recognize	v	110405	111,18
880	apply	v	110328	111,10
881	prepare	v	110266	111,04
882	network	n	110210	110,98
883	huge	j	110088	110,86
884	success	n	110030	110,80
885	district	n	109941	110,71
886	cup	n	109915	112,65
887	name	v	109851	110,62
888	physical	j	109576	110,35
889	growth	n	109567	110,34
890	rise	v	109035	109,80
891	hi	u	108665	109,43
892	standard	n	107818	108,58
893	force	v	107636	108,39
894	sign	v	107633	108,39
895	fan	n	107631	108,39
896	theory	n	107486	108,24
897	staff	n	107396	108,15
898	hurt	v	107262	108,02
899	legal	j	107134	107,89
900	september	n	106932	107,68
901	set	n	106920	107,67
902	outside	i	106572	107,32
903	et	r	106546	107,29
904	strategy	n	106236	106,98
905	clearly	r	105965	106,71
906	property	n	105851	106,59
907	lay	v	105812	106,56
908	final	j	105688	106,43
909	authority	n	105586	106,33
910	perfect	j	105560	106,30
911	method	n	105544	106,29
912	region	n	105382	106,12
913	since	i	105367	106,11
914	impact	n	105330	106,07
915	indicate	v	105304	106,04
916	safe	j	105273	105,67
917	committee	n	105133	105,87
918	supposed	j	105037	105,78
919	dream	n	104797	105,53
920	training	n	104563	105,30
921	shit	n	104498	105,23
922	central	j	104403	105,14
923	option	n	104245	104,98
924	eight	m	104060	104,79
925	particularly	r	104018	104,75
926	completely	r	103941	104,67
927	opinion	n	103920	104,65
928	main	j	103803	104,53
929	ten	m	103677	104,41
930	interview	n	103566	104,29
931	exist	v	103550	104,28
932	remove	v	103480	104,21
933	dark	j	103384	104,11
934	play	n	103352	104,08
935	union	n	102805	103,53
936	professor	n	102741	103,46
937	pressure	n	102669	103,39
938	purpose	n	102642	103,36
939	stage	n	102611	103,33
940	blue	j	102172	102,89
941	herself	p	102154	102,87
942	sun	n	102043	102,76
943	pain	n	101918	102,63
944	artist	n	101861	102,58
945	employee	n	101818	102,53
946	avoid	v	101794	102,51
947	account	n	101683	102,40
948	release	v	101668	102,38
949	fund	n	101503	102,22
950	environment	n	101479	102,19
951	treat	v	101438	102,15
952	specific	j	101222	101,93
953	version	n	101091	101,80
954	shot	n	101016	101,73
955	hate	v	100757	101,46
956	reality	n	100700	101,41
957	visit	v	100463	101,17
958	club	n	100411	101,12
959	justice	n	100360	101,07
960	river	n	100270	100,97
961	brain	n	100235	100,94
962	memory	n	100235	100,94
963	rock	n	100028	100,73
964	talk	n	99986	100,69
965	camera	n	99855	100,56
966	global	j	99848	100,55
967	various	j	99838	100,54
968	arrive	v	99819	100,52
969	notice	v	99709	100,41
970	bit	r	99520	100,22
971	detail	n	99477	100,18
972	challenge	n	99455	100,15
973	argument	n	99403	100,10
974	lot	r	99278	99,98
975	nobody	p	99029	99,72
976	weapon	n	98828	99,52
977	best	r	98807	99,50
978	station	n	98720	99,41
979	island	n	98596	99,29
980	absolutely	r	98574	99,27
981	instead	r	98540	99,23
982	discussion	n	98359	99,05
983	instead	i	98231	98,92
984	affect	v	98073	98,76
985	design	v	97967	98,66
986	little	d	97858	98,55
987	anyway	r	97831	98,52
988	respond	v	97750	98,44
989	control	v	97504	98,19
990	trouble	n	97439	98,12
991	conversation	n	97193	97,88
992	manage	v	97135	97,82
993	close	r	97117	97,80
994	date	n	97094	97,78
995	public	n	97031	97,71
996	army	n	97025	97,71
997	top	j	96997	97,68
998	post	v	96926	97,61
999	charge	n	96872	97,55
1000	seat	n	96853	97,53
1001	assume	v	96840	97,52
1002	writer	n	96279	96,96
1003	perform	v	96202	96,88
1004	credit	n	95981	96,66
1005	green	j	95937	96,61
1006	marriage	n	95885	96,56
1007	operation	n	95878	96,55
1008	indeed	r	95860	96,53
1009	sleep	v	95600	96,27
1010	necessary	j	95580	96,25
1011	reveal	v	95401	96,07
1012	agent	n	95371	96,04
1013	access	n	95371	96,04
1014	bar	n	95305	95,97
1015	debate	n	95244	95,91
1016	leg	n	95185	95,85
1017	contain	v	95143	95,81
